2017-05-30T21:40:14+0000 [-] unauthorized login: 
2017-05-30T21:40:14+0000 [twisted.internet.defer#critical] Unhandled error in Deferred:
2017-05-30T21:40:14+0000 [twisted.internet.defer#critical] 
	Traceback (most recent call last):
	  File "/home/cowrie/cowrie/cowrie-env/local/lib/python2.7/site-packages/twisted/internet/base.py", line 1252, in mainLoop
2017-05-30T21:40:42+0000 [CowrieTelnetTransport,492,45.76.143.151] Command found: /bin/busybox cp /bin/echo dvrHelper
2017-05-30T21:40:42+0000 [CowrieTelnetTransport,492,45.76.143.151] Command found: cp /bin/echo dvrHelper
2017-05-30T21:40:42+0000 [CowrieTelnetTransport,492,45.76.143.151] Command found: > /dvrHelper
2017-05-30T21:40:42+0000 [CowrieTelnetTransport,492,45.76.143.151] Command found: /bin/busybox chmod 777 /dvrHelper
2017-05-30T21:40:42+0000 [CowrieTelnetTransport,492,45.76.143.151] Command found: chmod 777 /dvrHelper
2017-05-30T21:40:42+0000 [CowrieTelnetTransport,492,45.76.143.151] Command found: /bin/busybox ECCHI
2017-05-30T21:40:42+0000 [CowrieTelnetTransport,492,45.76.143.151] CMD: /bin/busybox cat /bin/echo
2017-05-30T21:40:42+0000 [CowrieTelnetTransport,492,45.76.143.151] Command found: /bin/busybox cat /bin/echo
2017-05-30T21:40:42+0000 [CowrieTelnetTransport,492,45.76.143.151] Command found: cat /bin/echo
2017-05-30T21:40:42+0000 [CowrieTelnetTransport,492,45.76.143.151] CMD: /bin/busybox ECCHI
2017-05-30T21:40:42+0000 [CowrieTelnetTransport,492,45.76.143.151] Command found: /bin/busybox ECCHI
2017-05-30T21:40:43+0000 [cowrie.telnet.transport.HoneyPotTelnetFactory] New connection: 45.76.143.151:33009 (10.8.41.81:2223) [session: TT495]
2017-05-30T21:40:44+0000 [CowrieTelnetTransport,493,45.76.143.151] login attempt: 129
2017-05-30T21:40:44+0000 [CowrieTelnetTransport,493,45.76.143.151] login return, expect: [admin/]
2017-05-30T21:40:46+0000 [CowrieTelnetTransport,493,45.76.143.151] login attempt [root/54321] failed
2017-05-30T21:40:46+0000 [CowrieTelnetTransport,493,45.76.143.151] Warning: state changed and new state returned
2017-05-30T21:40:46+0000 [CowrieTelnetTransport,493,45.76.143.151] login attempt: 130
2017-05-30T21:40:46+0000 [CowrieTelnetTransport,493,45.76.143.151] login return, expect: [admin/]
2017-05-30T21:40:48+0000 [CowrieTelnetTransport,493,45.76.143.151] login attempt [enable/shell] failed
2017-05-30T21:40:48+0000 [CowrieTelnetTransport,493,45.76.143.151] Warning: state changed and new state returned
2017-05-30T21:40:48+0000 [CowrieTelnetTransport,493,45.76.143.151] login attempt: 131
2017-05-30T21:40:48+0000 [CowrieTelnetTransport,493,45.76.143.151] login return, expect: [admin/]
2017-05-30T21:40:50+0000 [CowrieTelnetTransport,493,45.76.143.151] login attempt [sh//bin/busybox ECCHI] failed
2017-05-30T21:40:50+0000 [CowrieTelnetTransport,493,45.76.143.151] Warning: state changed and new state returned
2017-05-30T21:40:50+0000 [CowrieTelnetTransport,494,45.76.143.151] login attempt: 132
2017-05-30T21:40:50+0000 [CowrieTelnetTransport,494,45.76.143.151] login return, expect: [admin/]
2017-05-30T21:40:51+0000 [CowrieTelnetTransport,494,45.76.143.151] login attempt [admin/5up] failed
2017-05-30T21:40:51+0000 [CowrieTelnetTransport,494,45.76.143.151] Warning: state changed and new state returned
2017-05-30T21:40:52+0000 [CowrieTelnetTransport,495,45.76.143.151] login attempt: 133
2017-05-30T21:40:52+0000 [CowrieTelnetTransport,495,45.76.143.151] login return, expect: [admin/]
2017-05-30T21:40:54+0000 [CowrieTelnetTransport,495,45.76.143.151] login attempt [root/1234567890] failed
2017-05-30T21:40:54+0000 [CowrieTelnetTransport,495,45.76.143.151] Warning: state changed and new state returned
2017-05-30T21:40:54+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] got channel 'direct-tcpip' request
2017-05-30T21:40:54+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] direct-tcp connection request to 104.94.38.142:443 from localhost:5556
2017-05-30T21:40:54+0000 [cowrie.telnet.transport.HoneyPotTelnetFactory] New connection: 178.222.224.144:59802 (10.8.41.81:2223) [session: TT496]
2017-05-30T21:40:54+0000 [SSHChannel None (97) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] direct-tcp forward to 104.94.38.142:443 with data '\x16\x03\x01\x00\x9e\x01\x00\x00\x9a\x03\x01Y-\xe6\xb8uM\xf0r\xf1$\x88\xf9\x94\xb1\xc5q\xa3%\x1dw\x88E\x1eC\xb3\xdbu\xdc\xe1\xba#% \xf63F\x89cZQ\xc5DV\xbfI\x1bH\x87\x1cm9\x92\xb85\xef9\xe2+\xceH\x8f\x9a\xd0"\xa9\x00\x18\x00/\x005\x00\x05\x00\n\xc0\x13\xc0\x14\xc0\t\xc0\n\x002\x008\x00\x13\x00\x04\x01\x00\x009\xff\x01\x00\x01\x00\x00\x00\x00 \x00\x1e\x00\x00\x1blqak.euw1.lol.riotgames.com\x00\n\x00\x06\x00\x04\x00\x17\x00\x18\x00\x0b\x00\x02\x01\x00'
2017-05-30T21:40:54+0000 [SSHChannel None (97) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] failed to connect: Connection refused
2017-05-30T21:40:54+0000 [SSHChannel None (97) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] sending close 97
2017-05-30T21:40:54+0000 [CowrieTelnetTransport,496,178.222.224.144] first time for 178.222.224.144, need: 1
2017-05-30T21:40:54+0000 [CowrieTelnetTransport,496,178.222.224.144] login attempt: 1
2017-05-30T21:40:56+0000 [CowrieTelnetTransport,496,178.222.224.144] login attempt [guest/54321] succeeded
2017-05-30T21:40:57+0000 [CowrieTelnetTransport,496,178.222.224.144] Opening TTY Log: log/tty/20170530-214057-None-496i.log
2017-05-30T21:40:57+0000 [CowrieTelnetTransport,496,178.222.224.144] Warning: state changed and new state returned
2017-05-30T21:40:57+0000 [CowrieTelnetTransport,495,45.76.143.151] Connection lost after 14 seconds
2017-05-30T21:40:57+0000 [CowrieTelnetTransport,494,45.76.143.151] Connection lost after 15 seconds
2017-05-30T21:40:57+0000 [CowrieTelnetTransport,492,45.76.143.151] Closing TTY Log: log/tty/20170530-214041-None-492i.log after 15 seconds
2017-05-30T21:40:57+0000 [CowrieTelnetTransport,492,45.76.143.151] honeypot terminal protocol connection lost [Failure instance: Traceback (failure with no frames): <class 'twisted.internet.error.ConnectionDone'>: Connection was closed cleanly.
	]
2017-05-30T21:40:57+0000 [CowrieTelnetTransport,492,45.76.143.151] Connection lost after 23 seconds
2017-05-30T21:40:57+0000 [CowrieTelnetTransport,493,45.76.143.151] Connection lost after 19 seconds
2017-05-30T21:40:57+0000 [CowrieTelnetTransport,496,178.222.224.144] CMD: enable
2017-05-30T21:40:57+0000 [CowrieTelnetTransport,496,178.222.224.144] Command found: enable 
2017-05-30T21:40:57+0000 [CowrieTelnetTransport,496,178.222.224.144] Reading txtcmd from "txtcmds/bin/enable"
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] CMD: system
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command not found: system
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] CMD: shell
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command not found: shell
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] CMD: sh
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command found: sh 
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] CMD:  /bin/busybox wget; /bin/busybox 81c46036wget; /bin/busybox echo -ne '\x0181c46036\x7f'; /bin/busybox printf '\00281c46036\177'; /bin/echo -ne '\x0381c46036\x7f'; /usr/bin/printf '\00481c46036\177'; /bin/busybox tftp; /bin/busybox 81c46036tftp;
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command found: /bin/busybox wget
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command found: wget
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command found: /bin/busybox 81c46036wget
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command found: /bin/busybox echo -ne '\x0181c46036\x7f'
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command found: echo -ne '\x0181c46036\x7f'
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command found: /bin/busybox printf '\00281c46036\177'
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command found: /bin/echo -ne '\x0381c46036\x7f'
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command not found: /usr/bin/printf '\00481c46036\177'
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command found: /bin/busybox tftp
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command found: tftp
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command found: /bin/busybox 81c46036tftp
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] CMD:  /bin/busybox dd if=/bin/busybox bs=22 count=1 || /bin/busybox cat /bin/busybox
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command found: /bin/busybox dd if=/bin/busybox bs=22 count=1
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command found: /bin/busybox cat /bin/busybox
2017-05-30T21:40:58+0000 [CowrieTelnetTransport,496,178.222.224.144] Command found: cat /bin/busybox
2017-05-30T21:41:23+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:41:23+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 64.233.161.27:25 from localhost:5556
2017-05-30T21:41:25+0000 [cowrie.ssh.factory.CowrieSSHFactory] New connection: 123.146.170.12:42699 (10.8.41.81:2222) [session: 8f832ccd]
2017-05-30T21:41:25+0000 [HoneyPotSSHTransport,47,123.146.170.12] Remote SSH version: SSH-2.0-libssh-0.1
2017-05-30T21:41:25+0000 [HoneyPotSSHTransport,47,123.146.170.12] kex alg, key alg: 'diffie-hellman-group1-sha1' 'ssh-rsa'
2017-05-30T21:41:25+0000 [HoneyPotSSHTransport,47,123.146.170.12] outgoing: 'aes128-cbc' 'hmac-sha1' 'none'
2017-05-30T21:41:25+0000 [HoneyPotSSHTransport,47,123.146.170.12] incoming: 'aes128-cbc' 'hmac-sha1' 'none'
2017-05-30T21:41:26+0000 [HoneyPotSSHTransport,47,123.146.170.12] NEW KEYS
2017-05-30T21:41:26+0000 [HoneyPotSSHTransport,47,123.146.170.12] starting service 'ssh-userauth'
2017-05-30T21:41:27+0000 [SSHService 'ssh-userauth' on HoneyPotSSHTransport,47,123.146.170.12] 'a' trying auth 'password'
2017-05-30T21:41:27+0000 [SSHService 'ssh-userauth' on HoneyPotSSHTransport,47,123.146.170.12] first time for 123.146.170.12, need: 1
2017-05-30T21:41:27+0000 [SSHService 'ssh-userauth' on HoneyPotSSHTransport,47,123.146.170.12] login attempt: 1
2017-05-30T21:41:29+0000 [SSHService 'ssh-userauth' on HoneyPotSSHTransport,47,123.146.170.12] login attempt [a/a] succeeded
2017-05-30T21:41:30+0000 [SSHService 'ssh-userauth' on HoneyPotSSHTransport,47,123.146.170.12] 'a' authenticated with 'password'
2017-05-30T21:41:30+0000 [SSHService 'ssh-userauth' on HoneyPotSSHTransport,47,123.146.170.12] starting service 'ssh-connection'
2017-05-30T21:41:31+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,47,123.146.170.12] got channel 'session' request
2017-05-30T21:41:31+0000 [SSHChannel session (0) on SSHService 'ssh-connection' on HoneyPotSSHTransport,47,123.146.170.12] channel open
2017-05-30T21:41:31+0000 [SSHChannel session (0) on SSHService 'ssh-connection' on HoneyPotSSHTransport,47,123.146.170.12] pty request: 'xterm' (24, 80, 0, 0)
2017-05-30T21:41:31+0000 [SSHChannel session (0) on SSHService 'ssh-connection' on HoneyPotSSHTransport,47,123.146.170.12] Terminal Size: 24 80
2017-05-30T21:41:31+0000 [SSHChannel session (0) on SSHService 'ssh-connection' on HoneyPotSSHTransport,47,123.146.170.12] getting shell
2017-05-30T21:41:31+0000 [SSHChannel session (0) on SSHService 'ssh-connection' on HoneyPotSSHTransport,47,123.146.170.12] Opening TTY Log: log/tty/20170530-214131-8f832ccd-0i.log
2017-05-30T21:41:34+0000 [SSHChannel session (0) on SSHService 'ssh-connection' on HoneyPotSSHTransport,47,123.146.170.12] Closing TTY Log: log/tty/20170530-214131-8f832ccd-0i.log after 3 seconds
2017-05-30T21:41:34+0000 [SSHChannel session (0) on SSHService 'ssh-connection' on HoneyPotSSHTransport,47,123.146.170.12] honeypot terminal protocol connection lost disconnected
2017-05-30T21:41:34+0000 [HoneyPotSSHTransport,47,123.146.170.12] avatar a logging out
2017-05-30T21:41:34+0000 [HoneyPotSSHTransport,47,123.146.170.12] connection lost
2017-05-30T21:41:34+0000 [HoneyPotSSHTransport,47,123.146.170.12] Connection lost after 9 seconds
2017-05-30T21:41:38+0000 [SSHChannel None (340) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp forward to 74.125.28.27:25 with data 'QUIT\r\n'
2017-05-30T21:41:38+0000 [SSHChannel None (340) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] failed to connect: Connection refused
2017-05-30T21:41:38+0000 [SSHChannel None (340) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] sending close 340
2017-05-30T21:41:38+0000 [SSHChannel None (340) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote eof
2017-05-30T21:41:38+0000 [SSHChannel None (340) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote close
2017-05-30T21:41:41+0000 [SSHChannel None (341) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp forward to 173.194.67.27:25 with data 'QUIT\r\n'
2017-05-30T21:41:41+0000 [SSHChannel None (341) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] failed to connect: Connection refused
2017-05-30T21:41:41+0000 [SSHChannel None (341) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] sending close 341
2017-05-30T21:41:41+0000 [SSHChannel None (341) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote eof
2017-05-30T21:41:41+0000 [SSHChannel None (341) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote close
2017-05-30T21:41:43+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] got channel 'direct-tcpip' request
2017-05-30T21:41:43+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] direct-tcp connection request to 87.240.165.81:443 from localhost:5556
2017-05-30T21:41:43+0000 [SSHChannel None (98) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] direct-tcp forward to 87.240.165.81:443 with data "\x16\x03\x01\x01.\x01\x00\x01*\x03\x03\x9f\x1eS\xe5x\xc3\xe5\xe6\xd9\xe7\xa4E)\x1f\x8fF\xce\x8f\xe3CD\x89+\xbe@\xffo\x1b\xe9n\xb9\x17\x00\x00\xac\xc00\xc0,\xc0(\xc0$\xc0\x14\xc0\n\x00\xa5\x00\xa3\x00\xa1\x00\x9f\x00k\x00j\x00i\x00h\x009\x008\x007\x006\x00\x88\x00\x87\x00\x86\x00\x85\xc02\xc0.\xc0*\xc0&\xc0\x0f\xc0\x05\x00\x9d\x00=\x005\x00\x84\xc0/\xc0+\xc0'\xc0#\xc0\x13\xc0\t\x00\xa4\x00\xa2\x00\xa0\x00\x9e\x00g\x00@\x00?\x00>\x003\x002\x001\x000\x00\x9a\x00\x99\x00\x98\x00\x97\x00E\x00D\x00C\x00B\xc01\xc0-\xc0)\xc0%\xc0\x0e\xc0\x04\x00\x9c\x00<\x00/\x00\x96\x00A\x00\x07\xc0\x11\xc0\x07\xc0\x0c\xc0\x02\x00\x05\x00\x04\xc0\x12\xc0\x08\x00\x16\x00\x13\x00\x10\x00\r\xc0\r\xc0\x03\x00\n\x00\xff\x01\x00\x00U\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x1c\x00\x1a\x00\x17\x00\x19\x00\x1c\x00\x1b\x00\x18\x00\x1a\x00\x16\x00\x0e\x00\r\x00\x0b\x00\x0c\x00\t\x00\n\x00#\x00\x00\x00\r\x00 \x00\x1e\x06\x01\x06\x02\x06\x03\x05\x01\x05\x02\x05\x03\x04\x01\x04\x02\x04\x03\x03\x01\x03\x02\x03\x03\x02\x01\x02\x02\x02\x03\x00\x0f\x00\x01\x01"
2017-05-30T21:41:43+0000 [SSHChannel None (98) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] failed to connect: Connection refused
2017-05-30T21:41:43+0000 [SSHChannel None (98) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] sending close 98
2017-05-30T21:41:55+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,22,91.230.47.81] got channel 'direct-tcpip' request
2017-05-30T21:41:55+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,22,91.230.47.81] direct-tcp connection request to 136.243.58.37:80 from localhost:5556
2017-05-30T21:41:56+0000 [SSHChannel None (112) on SSHService 'ssh-connection' on HoneyPotSSHTransport,22,91.230.47.81] direct-tcp forward to 136.243.58.37:80 with data 'GET /internals/api/ip?1496180469292246759 HTTP/1.1\r\nHost: ip2.adspy.mobi\r\nConnection: keep-alive\r\nUser-Agent: Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.67 Safari/537.36\r\nAccept-Encoding: gzip, deflate, sdch\r\n\r\n'
2017-05-30T21:41:56+0000 [SSHChannel None (112) on SSHService 'ssh-connection' on HoneyPotSSHTransport,22,91.230.47.81] failed to connect: Connection refused
2017-05-30T21:41:56+0000 [SSHChannel None (112) on SSHService 'ssh-connection' on HoneyPotSSHTransport,22,91.230.47.81] sending close 112
2017-05-30T21:42:08+0000 [SSHChannel None (342) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote eof
2017-05-30T21:42:08+0000 [SSHChannel None (342) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote close
2017-05-30T21:42:08+0000 [SSHChannel None (342) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] sending close 342
2017-05-30T21:42:22+0000 [cowrie.telnet.transport.HoneyPotTelnetFactory] New connection: 45.76.143.151:44213 (10.8.41.81:2223) [session: TT497]
2017-05-30T21:42:24+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] got channel 'direct-tcpip' request
2017-05-30T21:42:24+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] direct-tcp connection request to 66.196.118.240:25 from localhost:5556
2017-05-30T21:42:26+0000 [cowrie.telnet.transport.HoneyPotTelnetFactory] New connection: 45.76.143.151:38019 (10.8.41.81:2223) [session: TT498]
2017-05-30T21:42:27+0000 [CowrieTelnetTransport,497,45.76.143.151] login attempt: 134
2017-05-30T21:42:27+0000 [CowrieTelnetTransport,497,45.76.143.151] login return, expect: [admin/]
2017-05-30T21:42:28+0000 [CowrieTelnetTransport,497,45.76.143.151] login attempt [admin/meinsm] failed
2017-05-30T21:42:28+0000 [CowrieTelnetTransport,497,45.76.143.151] Warning: state changed and new state returned
2017-05-30T21:42:29+0000 [CowrieTelnetTransport,497,45.76.143.151] login attempt: 135
2017-05-30T21:42:29+0000 [CowrieTelnetTransport,497,45.76.143.151] login return, expect: [admin/]
2017-05-30T21:42:30+0000 [CowrieTelnetTransport,497,45.76.143.151] login attempt [enable/shell] failed
2017-05-30T21:42:30+0000 [CowrieTelnetTransport,497,45.76.143.151] Warning: state changed and new state returned
2017-05-30T21:42:31+0000 [CowrieTelnetTransport,497,45.76.143.151] login attempt: 136
2017-05-30T21:42:31+0000 [CowrieTelnetTransport,497,45.76.143.151] login return, expect: [admin/]
2017-05-30T21:42:32+0000 [CowrieTelnetTransport,497,45.76.143.151] login attempt [sh//bin/busybox ECCHI] failed
2017-05-30T21:42:32+0000 [CowrieTelnetTransport,497,45.76.143.151] Warning: state changed and new state returned
2017-05-30T21:42:32+0000 [SSHChannel None (118) on SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] remote eof
2017-05-30T21:42:32+0000 [SSHChannel None (118) on SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] remote close
2017-05-30T21:42:32+0000 [SSHChannel None (118) on SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] sending close 118
2017-05-30T21:42:32+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] got channel 'direct-tcpip' request
2017-05-30T21:42:32+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] direct-tcp connection request to 66.196.118.240:25 from localhost:5556
2017-05-30T21:42:35+0000 [CowrieTelnetTransport,498,45.76.143.151] login attempt: 137
2017-05-30T21:42:35+0000 [CowrieTelnetTransport,498,45.76.143.151] login return, expect: [admin/]
2017-05-30T21:42:36+0000 [CowrieTelnetTransport,498,45.76.143.151] login attempt [root/xc3511] failed
2017-05-30T21:42:36+0000 [CowrieTelnetTransport,498,45.76.143.151] Warning: state changed and new state returned
2017-05-30T21:42:36+0000 [CowrieTelnetTransport,498,45.76.143.151] login attempt: 138
2017-05-30T21:42:36+0000 [CowrieTelnetTransport,498,45.76.143.151] login return, expect: [admin/]
2017-05-30T21:42:38+0000 [CowrieTelnetTransport,498,45.76.143.151] login attempt [enable/shell] failed
2017-05-30T21:42:38+0000 [CowrieTelnetTransport,498,45.76.143.151] Warning: state changed and new state returned
2017-05-30T21:42:38+0000 [CowrieTelnetTransport,498,45.76.143.151] login attempt: 139
2017-05-30T21:42:38+0000 [CowrieTelnetTransport,498,45.76.143.151] login return, expect: [admin/]
2017-05-30T21:42:40+0000 [CowrieTelnetTransport,498,45.76.143.151] login attempt [sh//bin/busybox ECCHI] failed
2017-05-30T21:42:40+0000 [CowrieTelnetTransport,498,45.76.143.151] Warning: state changed and new state returned
2017-05-30T21:42:40+0000 [SSHChannel None (343) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp forward to 74.125.28.27:25 with data 'QUIT\r\n'
2017-05-30T21:42:40+0000 [SSHChannel None (343) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] failed to connect: Connection refused
2017-05-30T21:42:40+0000 [SSHChannel None (343) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] sending close 343
2017-05-30T21:42:40+0000 [SSHChannel None (343) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote eof
2017-05-30T21:42:40+0000 [SSHChannel None (343) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote close
2017-05-30T21:42:40+0000 [SSHChannel None (119) on SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] remote eof
2017-05-30T21:42:40+0000 [SSHChannel None (119) on SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] remote close
2017-05-30T21:42:40+0000 [SSHChannel None (119) on SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] sending close 119
2017-05-30T21:42:59+0000 [CowrieTelnetTransport,496,178.222.224.144] Closing TTY Log: log/tty/20170530-214057-None-496i.log after 121 seconds
2017-05-30T21:42:59+0000 [CowrieTelnetTransport,496,178.222.224.144] honeypot terminal protocol connection lost [Failure instance: Traceback (failure with no frames): <class 'twisted.internet.error.ConnectionDone'>: Connection was closed cleanly.
	]
2017-05-30T21:42:59+0000 [CowrieTelnetTransport,496,178.222.224.144] Connection lost after 124 seconds
2017-05-30T21:43:03+0000 [CowrieTelnetTransport,497,45.76.143.151] Connection lost after 40 seconds
2017-05-30T21:43:11+0000 [CowrieTelnetTransport,498,45.76.143.151] Connection lost after 44 seconds
2017-05-30T21:43:22+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] got channel 'direct-tcpip' request
2017-05-30T21:43:22+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] direct-tcp connection request to 87.240.165.81:443 from localhost:5556
2017-05-30T21:43:22+0000 [SSHChannel None (99) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] direct-tcp forward to 87.240.165.81:443 with data "\x16\x03\x01\x01.\x01\x00\x01*\x03\x03I~B\xf1T\xdb\x8c\x02\xfa\xa74\x90\xbd\xd5\x1dw\x9e1\xa4C\x0bn\x0e^\x0f\x0f\x8dkS\xac\x18J\x00\x00\xac\xc00\xc0,\xc0(\xc0$\xc0\x14\xc0\n\x00\xa5\x00\xa3\x00\xa1\x00\x9f\x00k\x00j\x00i\x00h\x009\x008\x007\x006\x00\x88\x00\x87\x00\x86\x00\x85\xc02\xc0.\xc0*\xc0&\xc0\x0f\xc0\x05\x00\x9d\x00=\x005\x00\x84\xc0/\xc0+\xc0'\xc0#\xc0\x13\xc0\t\x00\xa4\x00\xa2\x00\xa0\x00\x9e\x00g\x00@\x00?\x00>\x003\x002\x001\x000\x00\x9a\x00\x99\x00\x98\x00\x97\x00E\x00D\x00C\x00B\xc01\xc0-\xc0)\xc0%\xc0\x0e\xc0\x04\x00\x9c\x00<\x00/\x00\x96\x00A\x00\x07\xc0\x11\xc0\x07\xc0\x0c\xc0\x02\x00\x05\x00\x04\xc0\x12\xc0\x08\x00\x16\x00\x13\x00\x10\x00\r\xc0\r\xc0\x03\x00\n\x00\xff\x01\x00\x00U\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x1c\x00\x1a\x00\x17\x00\x19\x00\x1c\x00\x1b\x00\x18\x00\x1a\x00\x16\x00\x0e\x00\r\x00\x0b\x00\x0c\x00\t\x00\n\x00#\x00\x00\x00\r\x00 \x00\x1e\x06\x01\x06\x02\x06\x03\x05\x01\x05\x02\x05\x03\x04\x01\x04\x02\x04\x03\x03\x01\x03\x02\x03\x03\x02\x01\x02\x02\x02\x03\x00\x0f\x00\x01\x01"
2017-05-30T21:43:22+0000 [SSHChannel None (99) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] failed to connect: Connection refused
2017-05-30T21:43:22+0000 [SSHChannel None (99) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] sending close 99
2017-05-30T21:43:23+0000 [SSHChannel None (344) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp forward to 64.233.161.27:25 with data 'QUIT\r\n'
2017-05-30T21:43:23+0000 [SSHChannel None (344) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] failed to connect: Connection refused
2017-05-30T21:43:23+0000 [SSHChannel None (344) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] sending close 344
2017-05-30T21:43:23+0000 [SSHChannel None (344) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote eof
